i	cleg	tr_type	tr_subtype	det	index	conj_class
956	47>c,a,b>25	t		1.0	2	b
957	47>a,b,c>25	t		1.0	2	c
958	47>a,b,c;0,0,1/2>47	k	eu	1.0	2	a
959	47>a,b,c>47	k	eu	1.0	2	b
960	47>a,b,c;0,1/2,0>47	k	eu	1.0	2	c
961	47>a,b,c>47	k	eu	1.0	2	d
962	47>a,b,c;1/2,0,0>47	k	eu	1.0	2	e
963	47>a,b,c>47	k	eu	1.0	2	f
964	47>a,b,c>47	k	eu	1.0	3	a
965	47>a,b,c;0,0,1>47	k	eu	1.0	3	a
966	47>a,b,c;0,0,2>47	k	eu	1.0	3	a
967	47>a,b,c>47	k	eu	1.0	3	b
968	47>a,b,c;0,1,0>47	k	eu	1.0	3	b
969	47>a,b,c;0,2,0>47	k	eu	1.0	3	b
970	47>a,b,c>47	k	eu	1.0	3	c
971	47>a,b,c;1,0,0>47	k	eu	1.0	3	c
972	47>a,b,c;2,0,0>47	k	eu	1.0	3	c
973	47>a,b,c;0,0,1/2>49	k	eu	1.0	2	a
974	47>a,b,c>49	k	eu	1.0	2	b
975	47>c,a,b;0,1/2,0>49	k	eu	1.0	2	c
976	47>c,a,b>49	k	eu	1.0	2	d
977	47>b,c,a;1/2,0,0>49	k	eu	1.0	2	e
978	47>b,c,a>49	k	eu	1.0	2	f
979	47>c,b,-a;0,0,1/2>51	k	eu	1.0	2	a
980	47>c,b,-a>51	k	eu	1.0	2	b
981	47>-b,a,c;0,1/2,0>51	k	eu	1.0	2	c
982	47>-b,a,c>51	k	eu	1.0	2	d
983	47>b,c,a;0,1/2,0>51	k	eu	1.0	2	e
984	47>b,c,a>51	k	eu	1.0	2	f
985	47>a,-c,b;1/2,0,0>51	k	eu	1.0	2	g
986	47>a,-c,b>51	k	eu	1.0	2	h
987	47>c,a,b;0,0,1/2>51	k	eu	1.0	2	i
988	47>c,a,b>51	k	eu	1.0	2	j
989	47>a,b,c;1/2,0,0>51	k	eu	1.0	2	k
990	47>a,b,c>51	k	eu	1.0	2	l
991	47>a,b,c;1/2,0,0>65	k	eu	1.0	2	a
992	47>a,b,c>65	k	eu	1.0	2	b
993	47>c,a,b;0,0,1/2>65	k	eu	1.0	2	c
994	47>c,a,b;1/2,0,1/2>65	k	eu	1.0	2	d
995	47>c,a,b;1/2,0,0>65	k	eu	1.0	2	e
996	47>c,a,b>65	k	eu	1.0	2	f
997	47>b,c,a;0,1/2,0>65	k	eu	1.0	2	g
998	47>b,c,a;0,1/2,1/2>65	k	eu	1.0	2	h
999	47>a,b,c;0,1/2,0>65	k	eu	1.0	2	i
1000	47>a,b,c;1/2,1/2,0>65	k	eu	1.0	2	j
1001	47>b,c,a;0,0,1/2>65	k	eu	1.0	2	k
1002	47>b,c,a>65	k	eu	1.0	2	l
1003	47>a,b,c;0,1/2,0>67	k	eu	1.0	2	a
1004	47>a,b,c;1/2,1/2,0>67	k	eu	1.0	2	b
1005	47>c,a,b;0,0,1/2>67	k	eu	1.0	2	c
1006	47>c,a,b;1/2,0,1/2>67	k	eu	1.0	2	d
1007	47>c,a,b;1/2,0,0>67	k	eu	1.0	2	e
1008	47>c,a,b>67	k	eu	1.0	2	f
1009	47>b,c,a;0,1/2,0>67	k	eu	1.0	2	g
1010	47>b,c,a;0,1/2,1/2>67	k	eu	1.0	2	h
1011	47>a,b,c;1/2,0,0>67	k	eu	1.0	2	i
1012	47>a,b,c>67	k	eu	1.0	2	j
1013	47>b,c,a;0,0,1/2>67	k	eu	1.0	2	k
1014	47>b,c,a>67	k	eu	1.0	2	l
1015	47>a,b,c;1/2,1/2,1/2>69	k	eu	1.0	2	a
1016	47>a,b,c;0,1/2,1/2>69	k	eu	1.0	2	b
1017	47>a,b,c;0,1/2,0>69	k	eu	1.0	2	c
1018	47>a,b,c;1/2,1/2,0>69	k	eu	1.0	2	d
1019	47>a,b,c;0,0,1/2>69	k	eu	1.0	2	e
1020	47>a,b,c;1/2,0,1/2>69	k	eu	1.0	2	f
1021	47>a,b,c;1/2,0,0>69	k	eu	1.0	2	g
1022	47>a,b,c>69	k	eu	1.0	2	h
1023	48>-b,a,b+c>13	t		1.0	2	a
1024	48>c,b,-a-c>13	t		1.0	2	b
1025	48>a,c,-a-b>13	t		1.0	2	c
1026	48>a,b,c;1/4,1/4,1/4>16	t		1.0	2	a
1027	48>b,c,a;1/4,1/4,1/4>34	t		1.0	2	a
1028	48>c,a,b;1/4,1/4,1/4>34	t		1.0	2	b
1029	48>a,b,c;1/4,1/4,1/4>34	t		1.0	2	c
1030	48>a,b,c>48	k	eu	1.0	3	a
1031	48>a,b,c;0,0,1>48	k	eu	1.0	3	a
1032	48>a,b,c;0,0,2>48	k	eu	1.0	3	a
1033	48>a,b,c>48	k	eu	1.0	3	b
1034	48>a,b,c;0,1,0>48	k	eu	1.0	3	b
1035	48>a,b,c;0,2,0>48	k	eu	1.0	3	b
1036	48>a,b,c>48	k	eu	1.0	3	c
1037	48>a,b,c;1,0,0>48	k	eu	1.0	3	c
1038	48>a,b,c;2,0,0>48	k	eu	1.0	3	c
1039	48>a,b,c;1/2,1/2,1/2>70	k	eu	1.0	2	a
1040	48>a,b,c;0,1/2,1/2>70	k	eu	1.0	2	b
1041	48>a,b,c;1/2,0,1/2>70	k	eu	1.0	2	c
1042	48>a,b,c;1/2,1/2,0>70	k	eu	1.0	2	d
1043	48>a,b,c;0,1/2,0>70	k	eu	1.0	2	e
1044	48>a,b,c;1/2,0,0>70	k	eu	1.0	2	f
1045	48>a,b,c;0,0,1/2>70	k	eu	1.0	2	g
1046	48>a,b,c>70	k	eu	1.0	2	h
1047	49>b,c,a>10	t		1.0	2	a
1048	49>-b,a,c>13	t		1.0	2	a
1049	49>a,b,c>13	t		1.0	2	b
1050	49>a,b,c;0,0,1/4>16	t		1.0	2	a
1051	49>a,b,c>27	t		1.0	2	a
1052	49>c,b,-a;0,0,1/4>28	t		1.0	2	a
1053	49>c,a,b;0,0,1/4>28	t		1.0	2	b
1054	49>a,b,c;0,1/2,0>49	k	eu	1.0	2	a
1055	49>a,b,c>49	k	eu	1.0	2	b
1056	49>a,b,c;1/2,0,0>49	k	eu	1.0	2	c
1057	49>a,b,c>49	k	eu	1.0	2	d
1058	49>a,b,c>49	k	eu	1.0	3	a
1059	49>a,b,c;0,0,1>49	k	eu	1.0	3	a
1060	49>a,b,c;0,0,2>49	k	eu	1.0	3	a
1061	49>a,b,c>49	k	eu	1.0	3	b
1062	49>a,b,c;0,1,0>49	k	eu	1.0	3	b
1063	49>a,b,c;0,2,0>49	k	eu	1.0	3	b
1064	49>a,b,c>49	k	eu	1.0	3	c
1065	49>a,b,c;1,0,0>49	k	eu	1.0	3	c
1066	49>a,b,c;2,0,0>49	k	eu	1.0	3	c
1067	49>b,c,a;0,1/2,0>50	k	eu	1.0	2	a
1068	49>b,c,a>50	k	eu	1.0	2	b
1069	49>c,a,b;1/2,0,0>50	k	eu	1.0	2	c
1070	49>c,a,b>50	k	eu	1.0	2	d
1071	49>c,a,b;0,1/2,0>53	k	eu	1.0	2	a
1072	49>c,a,b>53	k	eu	1.0	2	b
1073	49>c,b,-a;1/2,0,0>53	k	eu	1.0	2	c
1074	49>c,b,-a>53	k	eu	1.0	2	d
1075	49>-b,a,c;0,1/2,0>54	k	eu	1.0	2	a
1076	49>-b,a,c>54	k	eu	1.0	2	b
1077	49>a,b,c;1/2,0,0>54	k	eu	1.0	2	c
1078	49>a,b,c>54	k	eu	1.0	2	d
1079	49>a,b,c;0,1/2,0>66	k	eu	1.0	2	a
1080	49>a,b,c;1/2,1/2,0>66	k	eu	1.0	2	b
1081	49>a,b,c;1/2,0,0>66	k	eu	1.0	2	c
1082	49>a,b,c>66	k	eu	1.0	2	d
1083	49>a,b,c;1/2,0,0>68	k	eu	1.0	2	a
1084	49>a,b,c;0,1/2,0>68	k	eu	1.0	2	b
1085	49>a,b,c;1/2,1/2,0>68	k	eu	1.0	2	c
1086	49>a,b,c>68	k	eu	1.0	2	d
1087	50>c,a,b>13	t		1.0	2	a
1088	50>-a-c,b,a>13	t		1.0	2	b
1089	50>a,c,-a-b>13	t		1.0	2	c
1090	50>a,b,c;1/4,1/4,0>16	t		1.0	2	a
1091	50>c,b,-a;1/4,1/4,0>30	t		1.0	2	a
1092	50>c,a,b;1/4,1/4,0>30	t		1.0	2	b
1093	50>a,b,c;1/4,1/4,0>32	t		1.0	2	a
1094	50>a,b,c;0,0,1/2>48	k	eu	1.0	2	a
1095	50>a,b,c>48	k	eu	1.0	2	b
1096	50>a,b,c;0,0,1/2>50	k	eu	1.0	2	a
1097	50>a,b,c>50	k	eu	1.0	2	b
1098	50>a,b,c>50	k	eu	1.0	3	a
1099	50>a,b,c;0,0,1>50	k	eu	1.0	3	a
1100	50>a,b,c;0,0,2>50	k	eu	1.0	3	a
1101	50>a,b,c>50	k	eu	1.0	3	b
1102	50>a,b,c;0,1,0>50	k	eu	1.0	3	b
1103	50>a,b,c;0,2,0>50	k	eu	1.0	3	b
1104	50>a,b,c>50	k	eu	1.0	3	c
1105	50>a,b,c;1,0,0>50	k	eu	1.0	3	c
1106	50>a,b,c;2,0,0>50	k	eu	1.0	3	c
1107	50>b,c,a;0,0,1/2>52	k	eu	1.0	2	a
1108	50>b,c,a>52	k	eu	1.0	2	b
1109	50>a,-c,b;0,0,1/2>52	k	eu	1.0	2	c
1110	50>a,-c,b>52	k	eu	1.0	2	d
1111	51>a,b,c>10	t		1.0	2	a
1112	51>c,a,b>11	t		1.0	2	a
1113	51>b,c,a>13	t		1.0	2	a
1114	51>b,c,a>17	t		1.0	2	a
1115	51>a,b,c;1/4,0,0>25	t		1.0	2	a
1116	51>b,c,a>26	t		1.0	2	a
1117	51>a,-c,b>28	t		1.0	2	a
1118	51>a,b,c;0,0,1/2>51	k	eu	1.0	2	a
1119	51>a,b,c>51	k	eu	1.0	2	b
1120	51>a,b,c;0,1/2,0>51	k	eu	1.0	2	c
1121	51>a,b,c>51	k	eu	1.0	2	d
1122	51>a,b,c>51	k	eu	1.0	3	a
1123	51>a,b,c;0,0,1>51	k	eu	1.0	3	a
1124	51>a,b,c;0,0,2>51	k	eu	1.0	3	a
1125	51>a,b,c>51	k	eu	1.0	3	b
1126	51>a,b,c;0,1,0>51	k	eu	1.0	3	b
1127	51>a,b,c;0,2,0>51	k	eu	1.0	3	b
1128	51>a,b,c>51	k	eu	1.0	3	c
1129	51>a,b,c;1,0,0>51	k	eu	1.0	3	c
1130	51>a,b,c;2,0,0>51	k	eu	1.0	3	c
1131	51>b,c,a;0,1/2,0>53	k	eu	1.0	2	a
1132	51>b,c,a>53	k	eu	1.0	2	b
1133	51>a,b,c;0,0,1/2>54	k	eu	1.0	2	a
1134	51>a,b,c>54	k	eu	1.0	2	b
1135	51>c,a,b;0,0,1/2>55	k	eu	1.0	2	a
1136	51>c,a,b>55	k	eu	1.0	2	b
1137	51>b,c,a;0,0,1/2>57	k	eu	1.0	2	a
1138	51>b,c,a>57	k	eu	1.0	2	b
1139	51>c,a,b;0,1/2,0>57	k	eu	1.0	2	c
1140	51>c,a,b>57	k	eu	1.0	2	d
1141	51>a,b,c;0,1/2,0>59	k	eu	1.0	2	a
1142	51>a,b,c>59	k	eu	1.0	2	b
1143	51>b,c,a;0,1/2,0>63	k	eu	1.0	2	a
1144	51>b,c,a;0,1/2,1/2>63	k	eu	1.0	2	b
1145	51>b,c,a;0,0,1/2>63	k	eu	1.0	2	c
1146	51>b,c,a>63	k	eu	1.0	2	d
1147	51>b,c,a;0,1/2,0>64	k	eu	1.0	2	a
1148	51>b,c,a;0,1/2,1/2>64	k	eu	1.0	2	b
1149	51>b,c,a;0,0,1/2>64	k	eu	1.0	2	c
1150	51>b,c,a>64	k	eu	1.0	2	d
1151	52>-b,a,b+c>13	t		1.0	2	a
1152	52>b,c,a>13	t		1.0	2	b
1153	52>c,b,-a-c>14	t		1.0	2	a
1154	52>c,a,b;1/4,0,1/4>17	t		1.0	2	a
1155	52>b,c,a;0,1/4,1/4>30	t		1.0	2	a
1156	52>a,-c,b;1/4,0,1/4>33	t		1.0	2	a
1157	52>a,b,c;1/4,0,0>34	t		1.0	2	a
1158	52>a,b,c>52	k	eu	1.0	3	a
1159	52>a,b,c;0,0,1>52	k	eu	1.0	3	a
1160	52>a,b,c;0,0,2>52	k	eu	1.0	3	a
1161	52>a,b,c>52	k	eu	1.0	3	b
1162	52>a,b,c;0,1,0>52	k	eu	1.0	3	b
1163	52>a,b,c;0,2,0>52	k	eu	1.0	3	b
1164	52>a,b,c>52	k	eu	1.0	3	c
1165	52>a,b,c;1,0,0>52	k	eu	1.0	3	c
1166	52>a,b,c;2,0,0>52	k	eu	1.0	3	c
1167	53>c,a,b>10	t		1.0	2	a
1168	53>c,b,-a-c>13	t		1.0	2	a
1169	53>b,c,a>14	t		1.0	2	a
1170	53>a,b,c;1/4,0,0>17	t		1.0	2	a
1171	53>a,-c,b;1/4,0,1/4>28	t		1.0	2	a
1172	53>b,c,a>30	t		1.0	2	a
1173	53>a,b,c>31	t		1.0	2	a
1174	53>b,c,a;0,1/2,0>52	k	eu	1.0	2	a
1175	53>b,c,a>52	k	eu	1.0	2	b
1176	53>a,b,c;0,1/2,0>53	k	eu	1.0	2	a
1177	53>a,b,c>53	k	eu	1.0	2	b
1178	53>a,b,c>53	k	eu	1.0	3	a
1179	53>a,b,c;0,0,1>53	k	eu	1.0	3	a
1180	53>a,b,c;0,0,2>53	k	eu	1.0	3	a
1181	53>a,b,c>53	k	eu	1.0	3	b
1182	53>a,b,c;0,1,0>53	k	eu	1.0	3	b
1183	53>a,b,c;0,2,0>53	k	eu	1.0	3	b
1184	53>a,b,c>53	k	eu	1.0	3	c
1185	53>a,b,c;1,0,0>53	k	eu	1.0	3	c
1186	53>a,b,c;2,0,0>53	k	eu	1.0	3	c
1187	53>b,c,a;0,1/2,0>58	k	eu	1.0	2	a
1188	53>b,c,a>58	k	eu	1.0	2	b
1189	53>c,a,b;0,1/2,0>60	k	eu	1.0	2	a
1190	53>c,a,b>60	k	eu	1.0	2	b
1191	54>a,b,c>13	t		1.0	2	a
1192	54>b,c,a>13	t		1.0	2	b
1193	54>-b,a,c>14	t		1.0	2	a
1194	54>b,c,a;0,0,1/4>17	t		1.0	2	a
1195	54>a,b,c;1/4,0,0>27	t		1.0	2	a
1196	54>c,b,-a;0,0,1/4>29	t		1.0	2	a
1197	54>a,-c,b;0,0,1/4>32	t		1.0	2	a
1198	54>c,a,b;0,1/2,0>52	k	eu	1.0	2	a
1199	54>c,a,b>52	k	eu	1.0	2	b
1200	54>a,b,c;0,1/2,0>54	k	eu	1.0	2	a
1201	54>a,b,c>54	k	eu	1.0	2	b
1202	54>a,b,c>54	k	eu	1.0	3	a
1203	54>a,b,c;0,0,1>54	k	eu	1.0	3	a
1204	54>a,b,c;0,0,2>54	k	eu	1.0	3	a
1205	54>a,b,c>54	k	eu	1.0	3	b
1206	54>a,b,c;0,1,0>54	k	eu	1.0	3	b
1207	54>a,b,c;0,2,0>54	k	eu	1.0	3	b
1208	54>a,b,c>54	k	eu	1.0	3	c
1209	54>a,b,c;1,0,0>54	k	eu	1.0	3	c
1210	54>a,b,c;2,0,0>54	k	eu	1.0	3	c
1211	54>a,b,c;0,1/2,0>56	k	eu	1.0	2	a
1212	54>a,b,c>56	k	eu	1.0	2	b
1213	54>b,c,a;0,1/2,0>60	k	eu	1.0	2	a
1214	54>b,c,a>60	k	eu	1.0	2	b
1215	55>b,c,a>10	t		1.0	2	a
1216	55>c,a,b>14	t		1.0	2	a
1217	55>-a-c,b,a>14	t		1.0	2	b
1218	55>a,b,c>18	t		1.0	2	a
1219	55>c,b,-a;0,1/4,0>26	t		1.0	2	a
1220	55>c,a,b;1/4,0,0>26	t		1.0	2	b
1221	55>a,b,c>32	t		1.0	2	a
1222	55>a,b,c;0,0,1/2>55	k	eu	1.0	2	a
1223	55>a,b,c>55	k	eu	1.0	2	b
1224	55>a,b,c>55	k	eu	1.0	3	a
1225	55>a,b,c;0,0,1>55	k	eu	1.0	3	a
1226	55>a,b,c;0,0,2>55	k	eu	1.0	3	a
1227	55>a,b,c>55	k	eu	1.0	3	b
1228	55>a,b,c;0,1,0>55	k	eu	1.0	3	b
1229	55>a,b,c;0,2,0>55	k	eu	1.0	3	b
1230	55>a,b,c>55	k	eu	1.0	3	c
1231	55>a,b,c;1,0,0>55	k	eu	1.0	3	c
1232	55>a,b,c;2,0,0>55	k	eu	1.0	3	c
1233	55>a,b,c;0,0,1/2>58	k	eu	1.0	2	a
1234	55>a,b,c>58	k	eu	1.0	2	b
1235	55>b,c,a;0,0,1/2>62	k	eu	1.0	2	a
1236	55>b,c,a>62	k	eu	1.0	2	b
1237	55>a,-c,b;0,0,1/2>62	k	eu	1.0	2	c
1238	55>a,-c,b>62	k	eu	1.0	2	d
1239	56>a,c,-a-b>13	t		1.0	2	a
1240	56>-b,a,c>14	t		1.0	2	a
1241	56>a,b,c>14	t		1.0	2	b
1242	56>a,b,c;1/4,1/4,1/4>18	t		1.0	2	a
1243	56>a,b,c;1/4,1/4,0>27	t		1.0	2	a
1244	56>c,b,-a;0,0,1/4>33	t		1.0	2	a
1245	56>c,a,b;0,0,1/4>33	t		1.0	2	b
1246	56>a,b,c>56	k	eu	1.0	3	a
1247	56>a,b,c;0,0,1>56	k	eu	1.0	3	a
1248	56>a,b,c;0,0,2>56	k	eu	1.0	3	a
1249	56>a,b,c>56	k	eu	1.0	3	b
1250	56>a,b,c;0,1,0>56	k	eu	1.0	3	b
1251	56>a,b,c;0,2,0>56	k	eu	1.0	3	b
1252	56>a,b,c>56	k	eu	1.0	3	c
1253	56>a,b,c;1,0,0>56	k	eu	1.0	3	c
1254	56>a,b,c;2,0,0>56	k	eu	1.0	3	c
1255	57>b,c,a>11	t		1.0	2	a
1256	57>c,a,b>13	t		1.0	2	a
1257	57>a,b,c>14	t		1.0	2	a
1258	57>b,c,a;0,1/4,0>18	t		1.0	2	a
1259	57>c,a,b;0,0,1/4>26	t		1.0	2	a
1260	57>c,b,-a;0,1/4,0>28	t		1.0	2	a
1261	57>-b,a,c>29	t		1.0	2	a
1262	57>a,b,c;1/2,0,0>57	k	eu	1.0	2	a
1263	57>a,b,c>57	k	eu	1.0	2	b
1264	57>a,b,c>57	k	eu	1.0	3	a
1265	57>a,b,c;0,0,1>57	k	eu	1.0	3	a
1266	57>a,b,c;0,0,2>57	k	eu	1.0	3	a
1267	57>a,b,c>57	k	eu	1.0	3	b
1268	57>a,b,c;0,1,0>57	k	eu	1.0	3	b
1269	57>a,b,c;0,2,0>57	k	eu	1.0	3	b
1270	57>a,b,c>57	k	eu	1.0	3	c
1271	57>a,b,c;1,0,0>57	k	eu	1.0	3	c
1272	57>a,b,c;2,0,0>57	k	eu	1.0	3	c
1273	57>c,a,b;1/2,0,0>60	k	eu	1.0	2	a
1274	57>c,a,b>60	k	eu	1.0	2	b
1275	57>a,b,c;1/2,0,0>61	k	eu	1.0	2	a
1276	57>a,b,c>61	k	eu	1.0	2	b
1277	57>b,c,a;1/2,0,0>62	k	eu	1.0	2	a
1278	57>b,c,a>62	k	eu	1.0	2	b
1279	58>b,c,a>10	t		1.0	2	a
1280	58>-b,a,b+c>14	t		1.0	2	a
1281	58>c,b,-a-c>14	t		1.0	2	b
1282	58>a,b,c;0,0,1/4>18	t		1.0	2	a
1283	58>-c,b,a;0,1/4,0>31	t		1.0	2	a
1284	58>c,a,b;1/4,0,0>31	t		1.0	2	b
1285	58>a,b,c>34	t		1.0	2	a
1286	58>a,b,c>58	k	eu	1.0	3	a
1287	58>a,b,c;0,0,1>58	k	eu	1.0	3	a
1288	58>a,b,c;0,0,2>58	k	eu	1.0	3	a
1289	58>a,b,c>58	k	eu	1.0	3	b
1290	58>a,b,c;0,1,0>58	k	eu	1.0	3	b
1291	58>a,b,c;0,2,0>58	k	eu	1.0	3	b
1292	58>a,b,c>58	k	eu	1.0	3	c
1293	58>a,b,c;1,0,0>58	k	eu	1.0	3	c
1294	58>a,b,c;2,0,0>58	k	eu	1.0	3	c
1295	59>c,a,b>11	t		1.0	2	a
1296	59>a,b,c>11	t		1.0	2	b
1297	59>a,c,-a-b>13	t		1.0	2	a
1298	59>a,b,c;1/4,1/4,0>18	t		1.0	2	a
1299	59>a,b,c;1/4,1/4,0>25	t		1.0	2	a
1300	59>b,c,a;1/4,1/4,0>31	t		1.0	2	a
1301	59>a,-c,b;1/4,1/4,0>31	t		1.0	2	b
1302	59>a,b,c;0,0,1/2>56	k	eu	1.0	2	a
1303	59>a,b,c>56	k	eu	1.0	2	b
1304	59>a,b,c;0,0,1/2>59	k	eu	1.0	2	a
1305	59>a,b,c>59	k	eu	1.0	2	b
1306	59>a,b,c>59	k	eu	1.0	3	a
1307	59>a,b,c;0,0,1>59	k	eu	1.0	3	a
1308	59>a,b,c;0,0,2>59	k	eu	1.0	3	a
1309	59>a,b,c>59	k	eu	1.0	3	b
1310	59>a,b,c;0,1,0>59	k	eu	1.0	3	b
1311	59>a,b,c;0,2,0>59	k	eu	1.0	3	b
1312	59>a,b,c>59	k	eu	1.0	3	c
1313	59>a,b,c;1,0,0>59	k	eu	1.0	3	c
1314	59>a,b,c;2,0,0>59	k	eu	1.0	3	c
1315	59>c,a,b;0,0,1/2>62	k	eu	1.0	2	a
1316	59>c,a,b>62	k	eu	1.0	2	b
1317	59>c,b,-a;0,0,1/2>62	k	eu	1.0	2	c
1318	59>c,b,-a>62	k	eu	1.0	2	d
1319	60>a,b,c>13	t		1.0	2	a
1320	60>c,a,b>14	t		1.0	2	a
1321	60>a,c,-a-b>14	t		1.0	2	b
1322	60>c,a,b;0,1/4,1/4>18	t		1.0	2	a
1323	60>-b,a,c;1/4,1/4,0>29	t		1.0	2	a
1324	60>c,a,b;0,0,1/4>30	t		1.0	2	a
1325	60>c,b,-a;0,1/4,0>33	t		1.0	2	a
1326	60>a,b,c>60	k	eu	1.0	3	a
1327	60>a,b,c;0,0,1>60	k	eu	1.0	3	a
1328	60>a,b,c;0,0,2>60	k	eu	1.0	3	a
1329	60>a,b,c>60	k	eu	1.0	3	b
1330	60>a,b,c;0,1,0>60	k	eu	1.0	3	b
1331	60>a,b,c;0,2,0>60	k	eu	1.0	3	b
1332	60>a,b,c>60	k	eu	1.0	3	c
1333	60>a,b,c;1,0,0>60	k	eu	1.0	3	c
1334	60>a,b,c;2,0,0>60	k	eu	1.0	3	c
1335	61>c,a,b>14	t		1.0	2	a
1336	61>a,b,c>14	t		1.0	2	b
1337	61>b,c,a>14	t		1.0	2	c
1338	61>a,b,c>19	t		1.0	2	a
1339	61>c,b,-a;0,1/4,0>29	t		1.0	2	a
1340	61>a,-c,b;0,0,1/4>29	t		1.0	2	b
1341	61>-b,a,c;1/4,0,0>29	t		1.0	2	c
1342	61>a,b,c>61	k	eu	1.0	3	a
1343	61>a,b,c;0,0,1>61	k	eu	1.0	3	a
1344	61>a,b,c;0,0,2>61	k	eu	1.0	3	a
1345	61>a,b,c>61	k	eu	1.0	3	b
1346	61>a,b,c;0,1,0>61	k	eu	1.0	3	b
1347	61>a,b,c;0,2,0>61	k	eu	1.0	3	b
1348	61>a,b,c>61	k	eu	1.0	3	c
1349	61>a,b,c;1,0,0>61	k	eu	1.0	3	c
1350	61>a,b,c;2,0,0>61	k	eu	1.0	3	c
1351	62>a,b,c>11	t		1.0	2	a
1352	62>-b,a,b+c>14	t		1.0	2	a
1353	62>b,c,a>14	t		1.0	2	b
1354	62>a,b,c;0,0,1/4>19	t		1.0	2	a
1355	62>b,c,a;0,1/4,1/4>26	t		1.0	2	a
1356	62>-b,a,c;1/4,1/4,0>31	t		1.0	2	a
1357	62>a,-c,b>33	t		1.0	2	a
1358	62>a,b,c>62	k	eu	1.0	3	a
1359	62>a,b,c;0,0,1>62	k	eu	1.0	3	a
1360	62>a,b,c;0,0,2>62	k	eu	1.0	3	a
1361	62>a,b,c>62	k	eu	1.0	3	b
1362	62>a,b,c;0,1,0>62	k	eu	1.0	3	b
1363	62>a,b,c;0,2,0>62	k	eu	1.0	3	b
1364	62>a,b,c>62	k	eu	1.0	3	c
1365	62>a,b,c;1,0,0>62	k	eu	1.0	3	c
1366	62>a,b,c;2,0,0>62	k	eu	1.0	3	c
1367	63>1/2a+1/2b,c,1/2a-1/2b>11	t		0.5	2	a
1368	63>-b,a,c>12	t		1.0	2	a
1369	63>a,b,c>15	t		1.0	2	a
1370	63>a,b,c>20	t		1.0	2	a
1371	63>a,b,c>36	t		1.0	2	a
1372	63>c,a,b;0,0,1/4>38	t		1.0	2	a
1373	63>c,b,-a>40	t		1.0	2	a
1374	63>c,a,b>51	k	ct	1.0	2	a
1375	63>b,c,a;1/4,1/4,0>52	k	ct	1.0	2	a
1376	63>a,b,c;1/4,1/4,0>57	k	ct	1.0	2	a
1377	63>b,c,a>58	k	ct	1.0	2	a
1378	63>c,a,b;1/4,1/4,0>59	k	ct	1.0	2	a
1379	63>a,b,c>60	k	ct	1.0	2	a
1380	63>c,a,b;1/4,1/4,0>62	k	ct	1.0	2	a
1381	63>b,c,a>62	k	ct	1.0	2	b
1382	63>a,b,c>63	k	eu	1.0	3	a
1383	63>a,b,c;0,0,1>63	k	eu	1.0	3	a
1384	63>a,b,c;0,0,2>63	k	eu	1.0	3	a
1385	63>a,b,c>63	k	eu	1.0	3	b
1386	63>a,b,c;0,1,0>63	k	eu	1.0	3	b
1387	63>a,b,c;0,2,0>63	k	eu	1.0	3	b
1388	63>a,b,c>63	k	eu	1.0	3	c
1389	63>a,b,c;1,0,0>63	k	eu	1.0	3	c
1390	63>a,b,c;2,0,0>63	k	eu	1.0	3	c
1391	64>-b,a,c>12	t		1.0	2	a
1392	64>-1/2a+1/2b,c,a>14	t		0.5	2	a
1393	64>a,b,c;1/4,1/4,0>15	t		1.0	2	a
1394	64>a,b,c;1/4,0,0>20	t		1.0	2	a
1395	64>a,b,c;0,1/4,0>36	t		1.0	2	a
1396	64>c,a,b;1/4,0,1/4>39	t		1.0	2	a
1397	64>c,b,-a>41	t		1.0	2	a
1398	64>a,b,c>53	k	ct	1.0	2	a
1399	64>c,a,b;1/4,1/4,0>54	k	ct	1.0	2	a
1400	64>b,c,a>55	k	ct	1.0	2	a
1401	64>c,a,b>56	k	ct	1.0	2	a
1402	64>b,c,a;1/4,1/4,0>57	k	ct	1.0	2	a
1403	64>c,a,b;1/4,1/4,0>60	k	ct	1.0	2	a
1404	64>a,b,c>61	k	ct	1.0	2	a
1405	64>-b,a,c;1/4,1/4,0>62	k	ct	1.0	2	a
1406	64>a,b,c>64	k	eu	1.0	3	a
1407	64>a,b,c;0,0,1>64	k	eu	1.0	3	a
1408	64>a,b,c;0,0,2>64	k	eu	1.0	3	a
1409	64>a,b,c>64	k	eu	1.0	3	b
1410	64>a,b,c;0,1,0>64	k	eu	1.0	3	b
1411	64>a,b,c;0,2,0>64	k	eu	1.0	3	b
1412	64>a,b,c>64	k	eu	1.0	3	c
1413	64>a,b,c;1,0,0>64	k	eu	1.0	3	c
1414	64>a,b,c;2,0,0>64	k	eu	1.0	3	c
1415	65>1/2a+1/2b,c,1/2a-1/2b>10	t		0.5	2	a
1416	65>-b,a,c>12	t		1.0	2	a
1417	65>a,b,c>12	t		1.0	2	b
1418	65>a,b,c>21	t		1.0	2	a
1419	65>a,b,c>35	t		1.0	2	a
1420	65>c,b,-a>38	t		1.0	2	a
1421	65>c,a,b>38	t		1.0	2	b
1422	65>a,b,c>47	k	ct	1.0	2	a
1423	65>a,b,c;1/4,1/4,0>50	k	ct	1.0	2	a
1424	65>b,c,a;1/4,1/4,0>51	k	ct	1.0	2	a
1425	65>a,-c,b;1/4,1/4,0>51	k	ct	1.0	2	b
